LineId,Level,Component,PID,Content,EventId,EventTemplate,Datetime
493,combo,sshd(pam_unix),15712.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-29 12:12:05
494,combo,sshd(pam_unix),15714.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-29 12:12:06
495,combo,sshd(pam_unix),15716.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-29 12:12:10
496,combo,ftpd,15917.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-06-29 14:44:35
497,combo,ftpd,15922.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-06-29 14:44:35
498,combo,ftpd,15918.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-06-29 14:44:35
499,combo,ftpd,15919.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-06-29 14:44:35
500,combo,ftpd,15923.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-06-29 14:44:35
501,combo,ftpd,15920.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-06-29 14:44:35
502,combo,ftpd,15921.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-06-29 14:44:35
503,combo,su(pam_unix),17407.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),2024-06-30 04:03:41
504,combo,su(pam_unix),17407.0,session closed for user cyrus,E101,session closed for user <*>,2024-06-30 04:03:42
505,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],2024-06-30 04:03:43
506,combo,su(pam_unix),17778.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),2024-06-30 04:09:30
507,combo,su(pam_unix),17778.0,session closed for user news,E101,session closed for user <*>,2024-06-30 04:09:31
508,combo,sshd(pam_unix),18559.0,check pass; user unknown,E27,check pass; user unknown,2024-06-30 12:48:38
509,combo,sshd(pam_unix),18559.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2024-06-30 12:48:38
510,combo,sshd(pam_unix),18557.0,check pass; user unknown,E27,check pass; user unknown,2024-06-30 12:48:41
511,combo,sshd(pam_unix),18557.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2024-06-30 12:48:41
512,combo,sshd(pam_unix),18550.0,check pass; user unknown,E27,check pass; user unknown,2024-06-30 12:48:41
513,combo,sshd(pam_unix),18550.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2024-06-30 12:48:41
514,combo,sshd(pam_unix),18547.0,check pass; user unknown,E27,check pass; user unknown,2024-06-30 12:48:41
515,combo,sshd(pam_unix),18547.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2024-06-30 12:48:41
516,combo,sshd(pam_unix),18549.0,check pass; user unknown,E27,check pass; user unknown,2024-06-30 12:48:41
517,combo,sshd(pam_unix),18549.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2024-06-30 12:48:41
518,combo,sshd(pam_unix),18545.0,check pass; user unknown,E27,check pass; user unknown,2024-06-30 12:48:41
519,combo,sshd(pam_unix),18545.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2024-06-30 12:48:41
520,combo,sshd(pam_unix),18548.0,check pass; user unknown,E27,check pass; user unknown,2024-06-30 12:48:41
521,combo,sshd(pam_unix),18548.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2024-06-30 12:48:41
522,combo,sshd(pam_unix),18546.0,check pass; user unknown,E27,check pass; user unknown,2024-06-30 12:48:41
523,combo,sshd(pam_unix),18546.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2024-06-30 12:48:41
524,combo,sshd(pam_unix),19088.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 19:03:00
525,combo,sshd(pam_unix),19094.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 19:03:00
526,combo,sshd(pam_unix),19087.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 19:03:00
527,combo,sshd(pam_unix),19093.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 19:03:01
528,combo,sshd(pam_unix),19085.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 19:03:01
529,combo,sshd(pam_unix),19091.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 19:03:03
530,combo,sshd(pam_unix),19099.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 19:03:04
531,combo,sshd(pam_unix),19101.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 19:03:04
532,combo,sshd(pam_unix),19103.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 19:03:05
533,combo,sshd(pam_unix),19097.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 19:03:07
534,combo,sshd(pam_unix),19202.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 20:16:17
535,combo,sshd(pam_unix),19203.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 20:16:17
536,combo,sshd(pam_unix),19209.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 20:16:26
537,combo,sshd(pam_unix),19208.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 20:16:26
538,combo,sshd(pam_unix),19222.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-06-30 20:16:30
539,combo,klogind,19272.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*> (<*>): Permission denied in replay cache code,2024-06-30 20:53:04
540,combo,klogind,19272.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:04
541,combo,klogind,19287.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*> (<*>): Permission denied in replay cache code,2024-06-30 20:53:04
542,combo,klogind,19287.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:04
543,combo,klogind,19286.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*> (<*>): Permission denied in replay cache code,2024-06-30 20:53:04
544,combo,klogind,19286.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:04
545,combo,klogind,19271.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*> (<*>): Permission denied in replay cache code,2024-06-30 20:53:04
546,combo,klogind,19271.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:04
547,combo,klogind,19270.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*> (<*>): Permission denied in replay cache code,2024-06-30 20:53:04
548,combo,klogind,19270.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:04
549,combo,klogind,19269.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*> (<*>): Permission denied in replay cache code,2024-06-30 20:53:04
550,combo,klogind,19269.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:04
551,combo,klogind,19268.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*> (<*>): Permission denied in replay cache code,2024-06-30 20:53:04
552,combo,klogind,19288.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*> (<*>): Permission denied in replay cache code,2024-06-30 20:53:04
553,combo,klogind,19274.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:04
554,combo,klogind,19268.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:04
555,combo,klogind,19288.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:04
556,combo,klogind,19274.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:04
557,combo,klogind,19266.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
558,combo,klogind,19266.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
559,combo,klogind,19267.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
560,combo,klogind,19267.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
561,combo,klogind,19278.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
562,combo,klogind,19278.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
563,combo,klogind,19273.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
564,combo,klogind,19273.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
565,combo,klogind,19276.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
566,combo,klogind,19276.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
567,combo,klogind,19275.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
568,combo,klogind,19275.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
569,combo,klogind,19277.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
570,combo,klogind,19277.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
571,combo,klogind,19279.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
572,combo,klogind,19279.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
573,combo,klogind,19280.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
574,combo,klogind,19281.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
575,combo,klogind,19282.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
576,combo,klogind,19280.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
577,combo,klogind,19283.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
578,combo,klogind,19281.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
579,combo,klogind,19285.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
580,combo,klogind,19284.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*> (<*>): Software caused connection abort,2024-06-30 20:53:06
581,combo,klogind,19282.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
582,combo,klogind,19283.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
583,combo,klogind,19285.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
584,combo,klogind,19284.0,Kerberos authentication failed,E61,Kerberos authentication failed,2024-06-30 20:53:06
585,combo,sshd(pam_unix),19432.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-06-30 22:16:32
586,combo,sshd(pam_unix),19431.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-06-30 22:16:32
587,combo,sshd(pam_unix),19433.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-06-30 22:16:32
588,combo,sshd(pam_unix),19434.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-06-30 22:16:32
589,combo,sshd(pam_unix),19435.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-06-30 22:16:32
590,combo,sshd(pam_unix),19436.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-06-30 22:16:32
591,combo,sshd(pam_unix),19438.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-06-30 22:16:32
592,combo,sshd(pam_unix),19437.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-06-30 22:16:32
593,combo,sshd(pam_unix),19432.0,session closed for user test,E101,session closed for user <*>,2024-06-30 22:16:32
594,combo,sshd(pam_unix),19431.0,session closed for user test,E101,session closed for user <*>,2024-06-30 22:16:32
595,combo,sshd(pam_unix),19439.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-06-30 22:16:32
596,combo,sshd(pam_unix),19440.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-06-30 22:16:32
597,combo,sshd(pam_unix),19434.0,session closed for user test,E101,session closed for user <*>,2024-06-30 22:16:32
598,combo,sshd(pam_unix),19435.0,session closed for user test,E101,session closed for user <*>,2024-06-30 22:16:32
599,combo,sshd(pam_unix),19433.0,session closed for user test,E101,session closed for user <*>,2024-06-30 22:16:33
600,combo,sshd(pam_unix),19436.0,session closed for user test,E101,session closed for user <*>,2024-06-30 22:16:33
601,combo,sshd(pam_unix),19437.0,session closed for user test,E101,session closed for user <*>,2024-06-30 22:16:33
602,combo,sshd(pam_unix),19438.0,session closed for user test,E101,session closed for user <*>,2024-06-30 22:16:33
603,combo,sshd(pam_unix),19439.0,session closed for user test,E101,session closed for user <*>,2024-06-30 22:16:33
604,combo,sshd(pam_unix),19440.0,session closed for user test,E101,session closed for user <*>,2024-06-30 22:16:33
605,combo,sshd(pam_unix),19630.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 00:21:28
606,combo,sshd(pam_unix),19628.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 00:21:28
607,combo,sshd(pam_unix),19640.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 00:21:30
608,combo,sshd(pam_unix),19642.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 00:21:30
609,combo,sshd(pam_unix),19632.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 00:21:30
610,combo,sshd(pam_unix),19643.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 00:21:31
611,combo,sshd(pam_unix),19631.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 00:21:31
612,combo,sshd(pam_unix),19636.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 00:21:32
613,combo,sshd(pam_unix),19645.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 00:21:32
614,combo,sshd(pam_unix),19637.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 00:21:35
615,combo,su(pam_unix),20298.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),2024-07-01 04:05:17
616,combo,su(pam_unix),20298.0,session closed for user cyrus,E101,session closed for user <*>,2024-07-01 04:05:18
617,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],2024-07-01 04:05:19
618,combo,su(pam_unix),21530.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),2024-07-01 04:11:35
619,combo,su(pam_unix),21530.0,session closed for user news,E101,session closed for user <*>,2024-07-01 04:11:36
620,combo,sshd(pam_unix),21689.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-07-01 05:02:26
621,combo,sshd(pam_unix),21689.0,session closed for user test,E101,session closed for user <*>,2024-07-01 05:02:26
622,combo,sshd(pam_unix),21691.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-07-01 05:02:26
623,combo,sshd(pam_unix),21691.0,session closed for user test,E101,session closed for user <*>,2024-07-01 05:02:26
624,combo,sshd(pam_unix),21692.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-07-01 05:02:26
625,combo,sshd(pam_unix),21692.0,session closed for user test,E101,session closed for user <*>,2024-07-01 05:02:26
626,combo,sshd(pam_unix),21693.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-07-01 05:02:27
627,combo,sshd(pam_unix),21693.0,session closed for user test,E101,session closed for user <*>,2024-07-01 05:02:27
628,combo,ftpd,21952.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
629,combo,ftpd,21951.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
630,combo,ftpd,21957.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
631,combo,ftpd,21953.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
632,combo,ftpd,21954.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
633,combo,ftpd,21955.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
634,combo,ftpd,21950.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
635,combo,ftpd,21956.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
636,combo,ftpd,21958.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
637,combo,ftpd,21945.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
638,combo,ftpd,21959.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
639,combo,ftpd,21940.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
640,combo,ftpd,21941.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
641,combo,ftpd,21946.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
642,combo,ftpd,21937.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
643,combo,ftpd,21943.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
644,combo,ftpd,21944.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
645,combo,ftpd,21948.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
646,combo,ftpd,21947.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
647,combo,ftpd,21942.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
648,combo,ftpd,21938.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
649,combo,ftpd,21949.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
650,combo,ftpd,21939.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-01 07:57:30
651,combo,sshd(pam_unix),22099.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-07-01 09:14:43
652,combo,sshd(pam_unix),22104.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-07-01 09:14:43
653,combo,sshd(pam_unix),22104.0,session closed for user test,E101,session closed for user <*>,2024-07-01 09:14:43
654,combo,sshd(pam_unix),22106.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-07-01 09:14:43
655,combo,sshd(pam_unix),22099.0,session closed for user test,E101,session closed for user <*>,2024-07-01 09:14:44
656,combo,sshd(pam_unix),22112.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2024-07-01 09:14:44
657,combo,sshd(pam_unix),22106.0,session closed for user test,E101,session closed for user <*>,2024-07-01 09:14:44
658,combo,sshd(pam_unix),22112.0,session closed for user test,E101,session closed for user <*>,2024-07-01 09:14:44
659,combo,sshd(pam_unix),22272.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 10:56:41
660,combo,sshd(pam_unix),22269.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-01 10:56:41
